question,candidate answer,is correct,sent_stemmed_overlap,sent_text,sent_tags,sent_tokens,nbr_text,nbr_tags,nbr_tokens,topic1,topic2,answer_type
What is the normal load for second year students,"If a student gets academic warning because of low SGPA (of <4.0) in two consecutive semesters and or or gets two or more F grades each in two consecutive semesters, a student or a student program will be terminated.",False,1.0,0.0,0.4306269742216893,0.6213349345596119,0.0,0.4306269742216893,0.6213349345596119,2.0,0.0,0.0
What is the normal load for second year students,"Such students may do courses or projects in IIIT-Delhi, and will be given transcripts for the academic work carried out at IIIT-Delhi.",False,1.0,0.0,1.0277966847395015,0.5138983423697507,0.0,1.0277966847395015,0.5138983423697507,2.0,0.0,0.0
What is the normal load for second year students,"During Such students stay at IIIT-Delhi, such students will also be governed by all academic and disciplinary rules of IIIT-Delhi.",False,1.0,0.0,1.0277966847395015,0.5138983423697507,0.0,1.0277966847395015,0.5138983423697507,2.0,0.0,0.0
What is the normal load for second year students,"In general, students will take courses as per the program.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,2.352934267515801,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"btech students are allowed to do extra credits"" beyond 156 credits required for completion of btech requirement.",False,1.0,0.0,0.9102392266268373,0.45511961331341866,0.0,0.9102392266268373,0.45511961331341866,2.0,0.0,0.0
What is the normal load for second year students,A student has a backlog if A student or A student has not taken or has taken but failed in course(s) of previous semester(s).,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,2.0,0.0,0.0
What is the normal load for second year students,The registration of such a student must be approved by the DOAA who will advise the student.,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,2.0,0.0,0.0
What is the normal load for second year students,"For repeating a course, a student has to simply register on ERP during the course registration period.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,2.0,0.0,0.0
What is the normal load for second year students,"For N extra credits done, the student will be allowed worst grades in N credits, with a maximum limit of at most 8 credits, to be not counted towards CGPA computation.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,2.0,0.0,0.0
What is the normal load for second year students,"For example, if a student has done 120 credits including OC of 4 credits, CGPA will be computed from best grades corresponding to 112 credits.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,2.0,0.0,0.0
What is the normal load for second year students,"For example, if a student has done 164 credits (excluding SG or CW credits) including OC of 4 credits, CGPA will be computed from best grades corresponding to 152 credits.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,2.0,0.0,0.0
What is the normal load for second year students,"If a student has done N credits more than 116, then for CGPA computation the following will be done:.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,2.0,0.0,0.0
What is the normal load for second year students,"the Undergraduate Committee (UGC), a standing committee of Senate shall be appointed by the Senate and shall have a term of two years.",False,1.0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"In addition, there will be at least one student representative, who will be a full time UG student of the Institute.",False,1.0,0.0,0.9102392266268373,1.4426950408889634,0.0,0.9102392266268373,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"doaa (DOAA)’s office receives, processes and maintains all records relating to the undergraduate programs including curricula, courses offered, academic calendar, registration, leave, examinations, grades and award of degrees and prizes; disseminates information and issues orders pertaining to all academic matters; processes requests from students regarding academic matters.",False,1.0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"Details about the admission criteria and entrance test(s) whose scores are to be used, are announced through the admission prospectus each year.",False,1.0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"Relaxation is given for category students, as specified in the prospectus.",False,1.0,0.0,2.8853900817779268,1.4426950408889634,0.0,2.8853900817779268,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,A registered student who passes a course earns the credits assigned for A course.,False,1.0,0.0,2.8853900817779268,1.4426950408889634,0.0,2.8853900817779268,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,IIIT-Delhi has evolved a system for allowing students to take online courses.,False,1.0,0.0,2.8853900817779268,1.4426950408889634,0.0,2.8853900817779268,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,Academic registration includes specifying the courses that the student wishes to do in the semester and getting the necessary approvals.,False,1.0,0.0,2.8853900817779268,1.4426950408889634,0.0,2.8853900817779268,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,Pre-registration is necessary part of the academic registration for non-first semester students.,False,1.0,0.0,2.8853900817779268,1.4426950408889634,0.0,2.8853900817779268,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"In case a student fails to do pre-registration of courses, a penalty may be imposed if a student does not register a student or a student preference within the stipulated period.",False,1.0,0.0,2.8853900817779268,1.4426950408889634,0.0,2.8853900817779268,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,A student’s registration for the semester may be cancelled as part of disciplinary action.,False,1.0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"Students wanting to avail internship (industrial, academic, research, etc) without taking semester leave can do so with prior approval of the DOAA in only one semester of Students wanting to avail internship (industrial, academic, research, etc) without taking semester leave degree program.",False,1.0,0.0,0.3789231816899512,1.4426950408889634,0.0,0.3789231816899512,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,One of the letter grades given in the following table shall be awarded to a student reflecting his or her overall performance in a course.,False,1.0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"For some important core courses, refresher modules may be offered during vacations for students’ benefit.",False,1.0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"Based on students’ performance in the refresher module, only students with F or D grade may be allowed at most half the letter grade improvement (ie improvement from F to D or D to C- -), although any student can attend.",False,1.0,0.0,0.4306269742216893,1.4426950408889634,0.0,0.4306269742216893,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"Institutions with which IIIT-Delhi has arrangements or MOU or student exchange programs, transfer of credits may also be permitted.",False,1.0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"The student will not be allowed to hold any elected or nominated post for any institute body including the hostel management, students’ activities, and student council.",False,1.0,0.0,0.4306269742216893,1.4426950408889634,0.0,0.4306269742216893,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"Penalty for students’ whose attendance falls below a threshold will be as decided by Senate from time to time, and communicated to students.",False,1.0,0.0,0.4306269742216893,1.4426950408889634,0.0,0.4306269742216893,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,This implies that a student has to necessarily be registered and physically be present on campus for 8 semesters during a student or a student degree program.,False,1.0,0.0,0.4306269742216893,1.4426950408889634,0.0,0.4306269742216893,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"However, if a student represents IIIT-Delhi in some event, with prior permission of Dean of Students Affairs, absence due to this participation will not be counted.",False,1.0,0.0,0.9102392266268373,1.4426950408889634,0.0,0.9102392266268373,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,(example Suppose 110 students were admitted in a batch and there were 8 repeaters.,False,1.0,0.0,2.8853900817779268,1.4426950408889634,0.0,2.8853900817779268,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,Students eligible for program transfer will be ordered in a priority list based on CGPA and will be granted transfer in order as long as the strength of each program does not violate the following limits.,False,1.0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,The student’s program includes a btech project.,False,1.0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"The academic senate of the institute will set up awards, prizes, medals etc to be given to deserving students during students btech degree including awards distributed at the time of Convocation.",False,1.0,0.0,2.8853900817779268,1.4426950408889634,0.0,2.8853900817779268,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,All approved student awards and prizes are listed along with All approved student awards and prizes selection criteria in the Awards Regulations.,False,1.0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,Action may result in semester or year or two year drop or even expulsion from the Institute.,False,1.0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,"Registration after completion of 156 credits, required for graduation, will be allowed in only one extra semester.",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
What is the normal load for second year students,"Further, registration of extra credits will be permitted provided he or btech pays fees for that extra semester.",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
What is the normal load for second year students,SGPA computation will remain the same for each semester.,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
What is the normal load for second year students,"If a student passes 3 or less technical courses in the entire first year provided a student or a student did not take semester leave in any of the two semester, a student or a student program will be terminated.",False,2.0,0.0,0.4306269742216893,0.7213475204444817,0.0,0.4306269742216893,0.7213475204444817,0.0,0.0,0.0
What is the normal load for second year students,"If a student passes 4 or 5 technical courses in the entire first year, a student or a student will have to repeat the year.",False,2.0,0.0,0.4306269742216893,0.7213475204444817,0.0,0.4306269742216893,0.7213475204444817,0.0,0.0,0.0
What is the normal load for second year students,"If the academic performance falls short, a student may be asked to repeat the first year, placed under warning, or a student or a student program may be terminated.",False,2.0,0.0,0.4306269742216893,0.6213349345596119,0.0,0.4306269742216893,0.6213349345596119,0.0,0.0,0.0
What is the normal load for second year students,"The base strength of a program for a batch will be the number of students who were admitted and who are still enrolled in a program as on Dec 15 (after Sem 1) after completion of one semester, not counting those who were repeating the first year.",False,2.0,0.0,0.4306269742216893,0.5581106265512472,0.0,0.4306269742216893,0.5581106265512472,0.0,0.0,0.0
What is the normal load for second year students,The minimum duration for completing the btech program is 8 semesters (excluding the semesters in which the student took semester leave or the repeated semester or year).,False,2.0,0.0,0.4306269742216893,0.4170323914242463,0.0,0.4306269742216893,0.4170323914242463,0.0,0.0,0.0
What is the normal load for second year students,Has completed a minimum of eight semesters in the program (excluding the semesters in which the student took semester leave or the semester or year he or she repeated).,False,2.0,0.0,0.4306269742216893,0.4170323914242463,0.0,0.4306269742216893,0.4170323914242463,0.0,0.0,0.0
What is the normal load for second year students,"In general, the convocation will be held in the second half of August.",False,0.0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,0.0,0.0,0.0
What is the normal load for second year students,the Board of Governors may also decide to have a special supernumerary quota for foreign students.,False,1.0,0.0,1.8204784532536746,0.9102392266268373,0.0,1.8204784532536746,0.9102392266268373,0.0,0.0,0.0
What is the normal load for second year students,"At the beginning of each semester, a student shall register for the courses a student or she wishes to take in that semester.",False,1.0,0.0,1.8204784532536746,0.9102392266268373,0.0,1.8204784532536746,0.9102392266268373,0.0,0.0,0.0
What is the normal load for second year students,A student can change the courses that A student or A student does in a semester by adding and dropping courses till the last date for add or drop as specified in the academic calendar.,False,1.0,0.0,1.8204784532536746,0.9102392266268373,0.0,1.8204784532536746,0.9102392266268373,0.0,0.0,0.0
What is the normal load for second year students,"These are usually supernumerary, and admission for such seats is handled separately.",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
What is the normal load for second year students,The applications are received by the DOAA.,False,0.0,0.0,0.3789231816899512,0.0,0.0,0.3789231816899512,0.0,2.0,0.0,0.0
What is the normal load for second year students,The admission to non-degree status is decided on a case to case basis.,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
What is the normal load for second year students,"Repeat of a course completed with pass grade may be allowed, but only the best Grade in that course will be counted for CGPA computation.",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
What is the normal load for second year students,"Also, all attempts in that course will be recorded in the respective semesters’ transcripts and the repeat course will not be permitted for late drop after mid-semester examination.",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
What is the normal load for second year students,The impact of this decision will be reviewed after two batches have graduated with this option.,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
What is the normal load for second year students,Following method will be used for calculating the CGPA:.,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
What is the normal load for second year students,CGPA will be computed based on the remaining credits.,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
What is the normal load for second year students,"It is to be noted that since OC’s are with S or X Grades, although OC’s are with S or X Grades will be included in baseline 116 credits, OC’s are with S or X Grades will not be counted in CGPA.",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
What is the normal load for second year students,"- The worst grades in courses totaling M credits will be ""removed"", where M= min{8, N}.",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
What is the normal load for second year students,"For CGPA computation at the end of 6th semester, baseline credits will be 116 (equal to 29 full courses including OC but excluding SG & CW).",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
What is the normal load for second year students,Method: The below method will automatically decide which extra credits will not be counted in CGPA:.,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
What is the normal load for second year students,"For CGPA computation at the end of 7th semester, baseline credits will be 136 (including OC but excluding SG & CW).",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
What is the normal load for second year students,A student can graduate with a minor if A student or A student satisfies the requirements for A student or A student program as well as requirements for the minor.,False,1.0,0.0,0.4306269742216893,0.6213349345596119,0.0,0.4306269742216893,0.6213349345596119,0.0,0.0,0.0
What is the normal load for second year students,"For details about department wise technical and non-technical courses of first year, refer program-wise regulations.",False,1.0,0.0,0.0,0.5581106265512472,0.0,0.0,0.5581106265512472,0.0,0.0,0.0
What is the normal load for second year students,Repeaters who are repeating first year are also allowed branch transfer under the above-mentioned rules.,False,1.0,0.0,0.0,0.5581106265512472,0.0,0.0,0.5581106265512472,0.0,0.0,0.0
What is the normal load for second year students,Such students may be advised by DOAA to take an underload.,False,1.0,0.0,1.0277966847395015,0.5138983423697507,0.0,1.0277966847395015,0.5138983423697507,0.0,0.0,0.0
What is the normal load for second year students,No academic overload shall be permitted to such students.,False,1.0,0.0,1.0277966847395015,0.5138983423697507,0.0,1.0277966847395015,0.5138983423697507,0.0,0.0,0.0
What is the normal load for second year students,"The Degree and the scroll of such students may then be signed by the Chairman, BoG.",False,1.0,0.0,1.0277966847395015,0.5138983423697507,0.0,1.0277966847395015,0.5138983423697507,0.0,0.0,0.0
What is the normal load for second year students,A student can take upto 8 credits of Online Courses in A student btech degree.,False,1.0,0.0,0.9102392266268373,0.45511961331341866,0.0,0.9102392266268373,0.45511961331341866,0.0,0.0,0.0
What is the normal load for second year students,A btech student is allowed to register for online courses (OC) as regular courses (and not in the category of Independent Project (IP) or Independent Study (IS) or Undergraduate Research (UR) or btech Project (BTP)).,False,1.0,0.0,0.9102392266268373,0.45511961331341866,0.0,0.9102392266268373,0.45511961331341866,0.0,0.0,0.0
What is the normal load for second year students,Students can avail underload below 12 credits (as low as 4 credits) only in one semester during Students entire btech program.,False,1.0,0.0,0.9102392266268373,0.45511961331341866,0.0,0.9102392266268373,0.45511961331341866,0.0,0.0,0.0
What is the normal load for second year students,Transfer of btech students from one program to the other is possible only after the grades of the first semester are out.,False,1.0,0.0,0.9102392266268373,0.45511961331341866,0.0,0.9102392266268373,0.45511961331341866,0.0,0.0,0.0
What is the normal load for second year students,A btech student can opt to migrate to dual degree program of the institute immediately after the declaration of Semester 6 Results.,False,1.0,0.0,0.9102392266268373,0.45511961331341866,0.0,0.9102392266268373,0.45511961331341866,0.0,0.0,0.0
What is the normal load for second year students,There are two regular semesters and one summer term in a year.,False,1.0,0.0,0.0,0.4170323914242463,0.0,0.0,0.4170323914242463,0.0,0.0,0.0
What is the normal load for second year students,"The academic calendar, published every year or semester, specifies the dates for major academic activities like registration, examinations, mid-semester recess, etc, will be prepared and published by DOAA, and tabled in the Senate.",False,1.0,0.0,0.3789231816899512,0.4170323914242463,0.0,0.3789231816899512,0.4170323914242463,0.0,0.0,0.0
What is the normal load for second year students,The total number of seats will be as decided by the Board of Governors and will be announced every year in the admission prospectus.,False,1.0,0.0,0.0,0.4170323914242463,0.0,0.0,0.4170323914242463,0.0,0.0,0.0
What is the normal load for second year students,"Category-wise reservation is provided within these limits, as explained in the prospectus for each year.",False,1.0,0.0,0.0,0.4170323914242463,0.0,0.0,0.4170323914242463,0.0,0.0,0.0
What is the normal load for second year students,Decision regarding whether these modules are to be offered during vacation and whether these modules may be used for grade enhancement will be taken every year.,False,1.0,0.0,0.0,0.4170323914242463,0.0,0.0,0.4170323914242463,0.0,0.0,0.0
What is the normal load for second year students,The admission of a student may be cancelled by the Senate even at a later date if the Senate is found that a student had supplied some false information or suppressed any relevant information while seeking admission.,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"While taking courses in the Institute is the primary means for a student to earn credits, there may be other approved provisions for earning credit through projects, studying in other Institutions and transferring credits, etc Such provisions will be provided in these or other regulations.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,Students can take advantage of the increasing amount of such courses made available by reputed universities across the world to complement the courses offered in the institute.,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,Failure to register may lead to termination of the student for that semester.,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"Registration is compulsory for all students who are not on leave of absence, and is the sole responsibility of the student and must be completed before the last date of registration.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,A student shall normally be allowed to register for a course only if A student or she has passed all the necessary pre-requisites for a course.,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,Students will be informed about these dates and other details every semester.,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,Students can seek advice from Advisors nominated for the purpose by the DOAA.,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"In addition, a student can withdraw from at most one elective course up to the last date specified in the academic calendar, which will normally be after the mid-semester examination.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"During the summer term, a student may be permitted to drop one course by the late drop date.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"A student is solely responsible to ensure that all conditions for proper registration are satisfied, and there are no timetable clashes.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,There will not be any late registration in the summer term and a student shall not be allowed to add a course after registration.,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,A student may register for up to 6 credits of courses that are offered during the summer term (inclusive of SG or CW credits).,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"An exception may be made for the students of the graduating batch, who may be allowed to take up to 8 credits.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"A student may be allowed, with permission of the DOAA an underload of a maximum of 4 credits below 16 credits.",False,1.0,0.0,1.4426950408889634,0.21531348711084464,0.0,1.4426950408889634,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"When the student registers for less than 16 credits in a semester, the student is called the underload.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,Students approved for such internship are required to register for 4 credits of only IP or IS or UR or BTP or OC courses in this semester.,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,Students will not be allowed to do any in-class course during the internship period.,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,Students under academic warning may not be permitted any overload.,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"the Instructor-in-charge is responsible for conducting the lectures, tutorials, and labs, holding the tests and examinations, evaluating the performance of the students, awarding grades at the end of the semester or summer term, and transmitting the grades to the DOAA’s office within the prescribed time limit.",False,1.0,0.0,1.4426950408889634,0.21531348711084464,0.0,1.4426950408889634,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"The Institute follows a system of continuous evaluation, in which, during a course, various instruments like tests, exams, assignments, projects, etc, are given by the instructor to assess the learning of students and assign grades.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"If a student, for valid reasons such as illness, etc, fails to appear in the end-semester examination in one or more course(s), a student or she may make a request to the instructor and the academic office for a make-up examination within two days of the date of the scheduled examination.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,"Further, for the grant of medical leave, students are required to upload the medical certificate within five working days from the date of the scheduled examination.",False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
What is the normal load for second year students,The F and X grades are fail grades and the student shall be required to repeat the course.,False,1.0,0.0,0.4306269742216893,0.21531348711084464,0.0,0.4306269742216893,0.21531348711084464,0.0,0.0,0.0
